"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Dhtkd1",75,0,0.65888934738387,0.111,0.058,0,"Control",0.053,"DHTKD1"
"Ppargc1a",76,0,0.653987464708208,0.296,0.252,0,"Control",0.044,"PPARGC1A"
"Ppargc1a",1392,0,-1.76105929122967,0.116,0.29,0,"12hours",-0.174,"PPARGC1A"
"Ppargc1a",707,0,-1.37207752819767,0.13,0.278,0,"4hours",-0.148,"PPARGC1A"
"Ppargc1a",1996,1.11253692930831e-308,-0.24183577588641,0.296,0.255,1.11253841381032e-308,"2days",0.041,"PPARGC1A"
"Ppargc1a",2772,0,0.863913066156877,0.367,0.237,0,"6weeks",0.13,"PPARGC1A"
"Hlf",77,0,0.652546476208733,0.108,0.052,0,"Control",0.056,"HLF"
"Dnm3",78,0,0.647311889682227,0.195,0.155,0,"Control",0.04,"DNM3"
"Dnm3",709,0,-1.38954383807226,0.081,0.174,0,"4hours",-0.093,"DNM3"
"Dnm3",2946,2.01765111709495e-102,0.354937834076574,0.184,0.159,5.47449277601372e-98,"6weeks",0.025,"DNM3"
"Dnm3",1570,8.24797169056653e-150,-0.67655133507007,0.113,0.173,2.23792215880142e-145,"12hours",-0.06,"DNM3"
"Agbl4",1431,6.10287536232998e-291,-0.824299357918156,0.046,0.121,1.65589317206099e-286,"12hours",-0.075,"AGBL4"
"Agbl4",3050,4.55414063105368e-64,0.319033746520093,0.137,0.102,1.23567497742379e-59,"6weeks",0.035,"AGBL4"
"Agbl4",79,0,0.647228483234569,0.155,0.096,0,"Control",0.059,"AGBL4"
"Agbl4",853,8.14431679495933e-170,-0.720587135769688,0.052,0.116,2.20979747597632e-165,"4hours",-0.064,"AGBL4"
"Apbb2",1684,1.90167330916655e-89,-0.32791541785338,0.145,0.203,5.15981018976161e-85,"12hours",-0.058,"APBB2"
"Apbb2",893,2.24477780638896e-143,-0.52995713607349,0.12,0.204,6.09075562207517e-139,"4hours",-0.084,"APBB2"
"Apbb2",80,0,0.639145195933332,0.235,0.183,0,"Control",0.052,"APBB2"
"Apbb2",2134,3.15795906418804e-193,-0.258903272105274,0.205,0.192,8.5684903288614e-189,"2days",0.013,"APBB2"
"Ankib1",81,0,0.615071355151306,0.18,0.121,0,"Control",0.059,"ANKIB1"
"Ankib1",1106,5.22017557993484e-55,-0.361270738761184,0.093,0.139,1.41639024010372e-50,"4hours",-0.046,"ANKIB1"
"Ankib1",2720,1.77842184432133e-32,-0.25023410611755,0.114,0.137,4.82539199019705e-28,"14days",-0.023,"ANKIB1"
"Ankib1",2025,7.62606161614682e-287,-0.23003329311944,0.141,0.132,2.06917929830912e-282,"2days",0.00899999999999998,"ANKIB1"
"Ankib1",1554,3.7137712625649e-159,-0.584293904811293,0.081,0.144,1.00765755667174e-154,"12hours",-0.063,"ANKIB1"
"Ankib1",3056,1.32337072425324e-62,0.307436792465786,0.163,0.127,3.59070178611631e-58,"6weeks",0.036,"ANKIB1"
"Slco1a6",2076,2.65659172017403e-243,-0.308399224280616,0.163,0.159,7.2081303143482e-239,"2days",0.004,"SLCO1A2"
"Slco1a6",82,0,0.60923073871608,0.195,0.151,0,"Control",0.044,"SLCO1A2"
"Slco1a6",1347,0,-1.17283999729018,0.081,0.175,0,"12hours",-0.094,"SLCO1A2"
"Lactb2",1345,0,-1.16196774374047,0.032,0.134,0,"12hours",-0.102,"LACTB2"
"Lactb2",1028,5.65292857400397e-76,-0.489471244787873,0.074,0.123,1.5338091099845e-71,"4hours",-0.049,"LACTB2"
"Lactb2",83,0,0.608538709135451,0.158,0.106,0,"Control",0.052,"LACTB2"
"Lactb2",2922,2.07960004017716e-115,0.446048040553997,0.16,0.108,5.64257878901269e-111,"6weeks",0.052,"LACTB2"
"Osbpl8",973,3.99119928978906e-97,-0.602253048283577,0.121,0.182,1.08293210329847e-92,"4hours",-0.061,"OSBPL8"
"Osbpl8",2847,8.32505528370652e-201,0.582815082539768,0.227,0.163,2.25883725012809e-196,"6weeks",0.064,"OSBPL8"
"Osbpl8",1976,0,-0.437117265964918,0.185,0.173,0,"2days",0.012,"OSBPL8"
"Osbpl8",84,0,0.605375790637382,0.205,0.167,0,"Control",0.038,"OSBPL8"
"Osbpl8",1335,0,-1.07008670711935,0.088,0.192,0,"12hours",-0.104,"OSBPL8"
"Rab11fip3",2051,2.97140653434266e-262,0.304309835052247,0.253,0.167,8.06231734963194e-258,"2days",0.086,"RAB11FIP3"
"Rab11fip3",796,8.53454779833162e-228,-0.852785335507673,0.099,0.192,2.31567885412132e-223,"4hours",-0.093,"RAB11FIP3"
"Rab11fip3",2895,5.77827207707474e-138,0.445370522070301,0.236,0.169,1.56781856267269e-133,"6weeks",0.067,"RAB11FIP3"
"Rab11fip3",85,0,0.60343460942004,0.214,0.172,0,"Control",0.042,"RAB11FIP3"
"Rab11fip3",1374,0,-1.45560436426313,0.059,0.205,0,"12hours",-0.146,"RAB11FIP3"
"Erc2",2596,9.7415323040459e-68,-0.336592686828546,0.131,0.157,2.64316996005677e-63,"14days",-0.026,"ERC2"
"Erc2",1529,2.72900167667424e-180,-0.618531995703385,0.094,0.164,7.4046002493202e-176,"12hours",-0.07,"ERC2"
"Erc2",2831,1.08307819041913e-225,0.583787041087171,0.21,0.14,2.93871605406422e-221,"6weeks",0.07,"ERC2"
"Erc2",2088,6.32024436765278e-236,-0.331080964823617,0.148,0.154,1.71487190427523e-231,"2days",-0.00600000000000001,"ERC2"
"Erc2",86,0,0.601870268947278,0.202,0.139,0,"Control",0.063,"ERC2"
"Erc2",915,3.1627676532525e-130,-0.639606265034493,0.09,0.161,8.58153747357001e-126,"4hours",-0.071,"ERC2"
"Mtss1",1341,0,-1.10084658376329,0.108,0.255,0,"12hours",-0.147,"MTSS1"
"Mtss1",87,0,0.59425943952647,0.27,0.22,0,"Control",0.05,"MTSS1"
"Fhit",980,2.58784347632339e-94,-0.278030599191702,0.303,0.383,7.02159570430825e-90,"4hours",-0.08,"FHIT"
"Fhit",1387,0,-1.65497682411273,0.191,0.41,0,"12hours",-0.219,"FHIT"
"Fhit",88,0,0.593741310392583,0.415,0.363,0,"Control",0.052,"FHIT"
"Fhit",2957,3.22177227407144e-93,0.290375200606652,0.423,0.363,8.74163471123804e-89,"6weeks",0.06,"FHIT"
"Fhit",1971,0,-0.262007236709837,0.389,0.371,0,"2days",0.018,"FHIT"
"Fhit",2386,2.29654419394992e-265,0.357120502996343,0.483,0.353,6.2312133614443e-261,"14days",0.13,"FHIT"
"Col4a3",2768,0,0.923040909358765,0.404,0.225,0,"6weeks",0.179,"COL4A3"
"Col4a3",2404,1.57624084634052e-219,0.257577772923357,0.336,0.243,4.27681428837573e-215,"14days",0.093,"COL4A3"
"Col4a3",1981,0,-0.521840251447171,0.246,0.261,0,"2days",-0.015,"COL4A3"
"Col4a3",89,0,0.591919863938484,0.294,0.249,0,"Control",0.045,"COL4A3"
"Col4a3",695,0,-1.11184365583828,0.13,0.275,0,"4hours",-0.145,"COL4A3"
"Col4a3",1402,0,-2.0182332508589,0.07,0.295,0,"12hours",-0.225,"COL4A3"
"Macrod2",1326,0,-1.00268193233769,0.064,0.174,0,"12hours",-0.11,"MACROD2"
"Macrod2",777,1.54369968934213e-246,-0.90435290459313,0.069,0.167,4.188520367092e-242,"4hours",-0.098,"MACROD2"
"Macrod2",90,0,0.587834405068062,0.2,0.144,0,"Control",0.056,"MACROD2"
"Macrod2",2103,4.56312622318114e-219,-0.269144997714775,0.158,0.156,1.23811303813574e-214,"2days",0.002,"MACROD2"
"Macrod2",2876,2.51507167960646e-158,0.497696639914,0.214,0.143,6.82414398827622e-154,"6weeks",0.071,"MACROD2"
"Plxdc2",808,8.99884187275155e-218,-0.724849895286945,0.143,0.256,2.44165576533368e-213,"4hours",-0.113,"PLXDC2"
"Plxdc2",1329,0,-1.01990016177576,0.134,0.264,0,"12hours",-0.13,"PLXDC2"
"Plxdc2",91,0,0.576776610248315,0.281,0.233,0,"Control",0.048,"PLXDC2"
"Slc12a1",92,0,0.574922119665548,0.161,0.163,0,"Control",-0.002,"SLC12A1"
"Slc12a1",1411,0,-3.56988810631969,0.065,0.182,0,"12hours",-0.117,"SLC12A1"
"Slc12a1",2501,7.09424292469989e-107,0.282524361868798,0.216,0.152,1.92488093275882e-102,"14days",0.064,"SLC12A1"
"Slc12a1",2331,8.25186280249465e-28,-0.389546661022298,0.151,0.165,2.23897793420087e-23,"2days",-0.014,"SLC12A1"
"Slc12a1",724,0,-1.85122022261549,0.123,0.168,0,"4hours",-0.045,"SLC12A1"
"Slc12a1",2763,0,1.1944279857887,0.239,0.145,0,"6weeks",0.094,"SLC12A1"
"Stxbp5l",93,0,0.567073987657459,0.117,0.076,0,"Control",0.041,"STXBP5L"
"Arhgap42",3116,3.73156162223125e-48,-0.232959471928767,0.272,0.295,1.01248461496001e-43,"6weeks",-0.023,"ARHGAP42"
"Arhgap42",2423,4.88119090385273e-178,-0.208523099919396,0.3,0.289,1.32441352794236e-173,"14days",0.011,"ARHGAP42"
"Arhgap42",94,0,0.557231036260272,0.313,0.284,0,"Control",0.029,"ARHGAP42"
"Arhgap42",1782,5.45208649938731e-54,-0.23027829126545,0.258,0.297,1.47931462987876e-49,"12hours",-0.039,"ARHGAP42"
"Acsm2",861,3.93709057905812e-166,-0.920184558099132,0.061,0.131,1.06825078681584e-161,"4hours",-0.07,"ACSM2A"
"Acsm2",2414,6.7659625203111e-203,-0.242932203750027,0.129,0.122,1.83580861063601e-198,"14days",0.00700000000000001,"ACSM2A"
"Acsm2",95,0,0.548394704571231,0.145,0.118,0,"Control",0.027,"ACSM2A"
"Acsm2",1399,0,-1.92323120689063,0.021,0.143,0,"12hours",-0.122,"ACSM2A"
"Acsm2",2150,1.56208097820158e-181,-0.22510153436983,0.129,0.122,4.23839431815436e-177,"2days",0.00700000000000001,"ACSM2A"
"Acsm2",2766,0,1.05651431001441,0.217,0.102,0,"6weeks",0.115,"ACSM2A"
"Greb1l",1173,2.27628763175197e-39,-0.31398160202187,0.145,0.189,6.17625123123261e-35,"4hours",-0.044,"GREB1L"
"Greb1l",3149,8.85329078927229e-40,0.247733080482788,0.21,0.178,2.40216338985325e-35,"6weeks",0.032,"GREB1L"
"Greb1l",96,0,0.534307705984227,0.23,0.172,0,"Control",0.058,"GREB1L"
"Greb1l",1338,0,-1.07236121507812,0.083,0.204,0,"12hours",-0.121,"GREB1L"
"Pde4d",913,3.94101192921488e-131,-0.445792246978773,0.378,0.449,1.06931476675387e-126,"4hours",-0.071,"PDE4D"
"Pde4d",1366,0,-1.38239182244013,0.326,0.463,0,"12hours",-0.137,"PDE4D"
"Pde4d",1947,0,0.491562294851992,0.535,0.422,0,"2days",0.113,"PDE4D"
"Pde4d",97,0,0.530676516866719,0.447,0.439,0,"Control",0.00800000000000001,"PDE4D"
"Vwa8",1311,0,-0.905127519114852,0.071,0.169,0,"12hours",-0.098,"VWA8"
"Vwa8",98,0,0.525756602768614,0.19,0.143,0,"Control",0.047,"VWA8"
"Trabd2b",2811,1.6691676871578e-261,0.533334745402908,0.358,0.278,4.52895268556525e-257,"6weeks",0.08,"TRABD2B"
"Trabd2b",99,0,0.511153381003535,0.323,0.285,0,"Control",0.038,"TRABD2B"
"Trabd2b",1371,0,-1.41959204249535,0.159,0.319,0,"12hours",-0.16,"TRABD2B"
"Trabd2b",702,0,-1.2313317424869,0.148,0.311,0,"4hours",-0.163,"TRABD2B"
"Slc47a1",2707,1.8461389832325e-35,0.251636033675412,0.174,0.142,5.00912890320474e-31,"14days",0.032,"SLC47A1"
"Slc47a1",953,1.30758884179076e-109,-0.462483457871269,0.091,0.154,3.54788080443087e-105,"4hours",-0.063,"SLC47A1"
"Slc47a1",101,0,0.478827453537886,0.168,0.141,0,"Control",0.027,"SLC47A1"
"Slc47a1",1306,0,-0.877067466454506,0.08,0.16,0,"12hours",-0.08,"SLC47A1"
"Ndel1",1458,1.97889962342845e-249,-0.694693536660327,0.096,0.182,5.36934834824842e-245,"12hours",-0.086,"NDEL1"
"Ndel1",102,0,0.470671859415061,0.194,0.161,0,"Control",0.033,"NDEL1"
"Nfia",103,0,0.466350301689014,0.295,0.268,0,"Control",0.027,"NFIA"
"Nfia",2886,5.31171368441044e-149,0.382978089064594,0.322,0.262,1.44122727399108e-144,"6weeks",0.06,"NFIA"
"Nfia",1354,0,-1.24497084659537,0.165,0.294,0,"12hours",-0.129,"NFIA"
"Nfia",2630,6.32750624934407e-58,0.234927343659098,0.32,0.265,1.71684227063453e-53,"14days",0.055,"NFIA"
"Nfia",687,0,-0.951670376024818,0.152,0.289,0,"4hours",-0.137,"NFIA"
"Glyat",1346,0,-1.1675830818149,0.047,0.128,0,"12hours",-0.081,"GLYAT"
"Glyat",773,9.20606749837367e-249,0.492637479014997,0.129,0.113,2.49788229433373e-244,"4hours",0.016,"GLYAT"
"Glyat",106,0,0.429771705917154,0.125,0.112,0,"Control",0.013,"GLYAT"
"Dab2",1959,0,0.265711433913249,0.357,0.248,0,"2days",0.109,"DAB2"
"Dab2",1327,0,-1.00408238905204,0.179,0.283,0,"12hours",-0.104,"DAB2"
"Dab2",922,3.07287121910696e-124,-0.430151556979296,0.189,0.276,8.3376214788029e-120,"4hours",-0.087,"DAB2"
"Dab2",107,0,0.422993984090145,0.29,0.26,0,"Control",0.03,"DAB2"
"Bcas3",2884,5.11164274854442e-150,0.406117205012657,0.345,0.269,1.38694202696256e-145,"6weeks",0.076,"BCAS3"
"Bcas3",684,0,-0.93158857655084,0.155,0.299,0,"4hours",-0.144,"BCAS3"
"Bcas3",1351,0,-1.19651354942243,0.156,0.307,0,"12hours",-0.151,"BCAS3"
"Bcas3",108,0,0.406841970386256,0.297,0.279,0,"Control",0.018,"BCAS3"
"Bcas3",2059,8.12963019592528e-255,0.208269671883109,0.361,0.267,2.2058125610604e-250,"2days",0.094,"BCAS3"
"Osbpl9",1298,0,-0.78120268645833,0.13,0.217,0,"12hours",-0.087,"OSBPL9"
"Osbpl9",1994,1.1125369292536e-308,-0.336163389728546,0.202,0.203,1.11253692928041e-308,"2days",-0.001,"OSBPL9"
"Osbpl9",3036,2.29130133180814e-67,0.291466218227224,0.244,0.193,6.21698790359503e-63,"6weeks",0.051,"OSBPL9"
"Osbpl9",109,0,0.398901376787667,0.218,0.199,0,"Control",0.019,"OSBPL9"
"Cmip",110,0,0.397883957792336,0.324,0.299,0,"Control",0.025,"CMIP"
"Cmip",1291,0,-0.712215160717538,0.219,0.321,0,"12hours",-0.102,"CMIP"
"Zrsr1",671,0,-0.206131443480553,0.198,0.355,0,"4hours",-0.157,"ZRSR2"
"Zrsr1",1280,0,0.581379532446233,0.495,0.306,0,"12hours",0.189,"ZRSR2"
"Zrsr1",2368,0,-1.14338158715486,0.212,0.361,0,"14days",-0.149,"ZRSR2"
"Zrsr1",111,0,0.38949584849414,0.338,0.337,0,"Control",0.001,"ZRSR2"
"Rbm47",112,0,0.386090631426253,0.298,0.329,0,"Control",-0.031,"RBM47"
"Rbm47",766,3.76421223093584e-262,-0.201855807478709,0.245,0.333,1.02134370461982e-257,"4hours",-0.088,"RBM47"
"Rbm47",1416,1.17669628942068e-308,-0.469661671343599,0.288,0.329,3.48167183882648e-305,"12hours",-0.041,"RBM47"
"Pitpnc1",2364,0,-0.472144108023823,0.37,0.39,0,"14days",-0.02,"PITPNC1"
"Pitpnc1",2835,1.62211475209794e-221,-0.443185334536674,0.348,0.396,4.40128395686733e-217,"6weeks",-0.048,"PITPNC1"
"Pitpnc1",113,0,0.380863330574064,0.379,0.389,0,"Control",-0.01,"PITPNC1"
"Pitpnc1",663,0,0.486039584420962,0.367,0.39,0,"4hours",-0.023,"PITPNC1"
"Ncoa3",114,0,0.360891763100285,0.274,0.278,0,"Control",-0.004,"NCOA3"
"Ncoa3",936,3.15670845772763e-117,-0.329178085240456,0.207,0.286,8.56509705835238e-113,"4hours",-0.079,"NCOA3"
"Trpm7",804,1.33908947008098e-220,-0.210612331185962,0.185,0.277,3.63335145917071e-216,"4hours",-0.092,"TRPM7"
"Trpm7",3124,3.9113055790869e-46,0.262087243467283,0.303,0.259,1.06125454277365e-41,"6weeks",0.044,"TRPM7"
"Trpm7",1303,0,-0.846555237283018,0.231,0.274,0,"12hours",-0.043,"TRPM7"
"Trpm7",115,0,0.342615363864558,0.258,0.269,0,"Control",-0.011,"TRPM7"
"Esrrg",717,0,-1.51496682828572,0.299,0.614,0,"4hours",-0.315,"ESRRG"
"Esrrg",116,0,0.334914860164427,0.608,0.57,0,"Control",0.038,"ESRRG"
"Esrrg",2342,0,0.939075492450564,0.733,0.548,0,"14days",0.185,"ESRRG"
"Esrrg",1390,0,-1.69640617089058,0.356,0.621,0,"12hours",-0.265,"ESRRG"
"Esrrg",2777,0,0.327442091383986,0.685,0.554,0,"6weeks",0.131,"ESRRG"
"Cobll1",1478,3.28650917049064e-224,-0.556596192138979,0.227,0.301,8.91728533229225e-220,"12hours",-0.074,"COBLL1"
"Cobll1",117,0,0.333475542008408,0.29,0.288,0,"Control",0.002,"COBLL1"
"Plcb1",794,5.93650001698855e-231,-0.792302218625061,0.167,0.285,1.6107505496095e-226,"4hours",-0.118,"PLCB1"
"Plcb1",118,0,0.32984497042669,0.283,0.268,0,"Control",0.015,"PLCB1"
"Plcb1",1938,0,0.599785068759239,0.386,0.249,0,"2days",0.137,"PLCB1"
"Plcb1",1321,0,-0.972600707835832,0.176,0.29,0,"12hours",-0.114,"PLCB1"
"Plcb1",3177,6.31595010329168e-33,0.209705166959247,0.3,0.265,1.71370674152613e-28,"6weeks",0.035,"PLCB1"
"Bnc2",1301,0,-0.821192254129517,0.16,0.232,0,"12hours",-0.072,"BNC2"
"Bnc2",1934,0,0.672148526161652,0.334,0.198,0,"2days",0.136,"BNC2"
"Bnc2",2469,3.37057553741012e-131,-0.217738684277379,0.222,0.22,9.14538260565489e-127,"14days",0.002,"BNC2"
"Bnc2",843,4.81078156609884e-191,-0.767033715732296,0.147,0.23,1.3053093623296e-186,"4hours",-0.083,"BNC2"
"Bnc2",120,0,0.321521791817764,0.216,0.221,0,"Control",-0.005,"BNC2"
"Atxn1",1287,0,-0.430794473880778,0.371,0.38,0,"12hours",-0.00900000000000001,"ATXN1"
"Atxn1",3064,1.18244282652684e-61,0.203024941380054,0.4,0.374,3.20832212121528e-57,"6weeks",0.026,"ATXN1"
"Atxn1",685,0,-0.933447567501308,0.219,0.399,0,"4hours",-0.18,"ATXN1"
"Atxn1",121,0,0.302995925609106,0.333,0.391,0,"Control",-0.058,"ATXN1"
"Atxn1",1943,0,0.512003168050839,0.503,0.354,0,"2days",0.149,"ATXN1"
"Atxn1",2362,0,-0.297139541042855,0.407,0.373,0,"14days",0.034,"ATXN1"
"Akr1a1",2284,8.4415177197606e-63,0.362019461385644,0.161,0.118,2.29043700290264e-58,"2days",0.043,"AKR1A1"
"Akr1a1",122,0,0.302355851799764,0.117,0.127,0,"Control",-0.01,"AKR1A1"
"Akr1a1",938,5.12134798113431e-116,-0.673621066617514,0.069,0.132,1.38957534772117e-111,"4hours",-0.063,"AKR1A1"
"Akr1a1",3017,1.2918221645129e-73,0.388478006638929,0.155,0.118,3.50510107897285e-69,"6weeks",0.037,"AKR1A1"
"Akr1a1",1307,0,-0.879294062910499,0.081,0.133,0,"12hours",-0.052,"AKR1A1"
"Nhs",123,0,0.254585500087587,0.26,0.274,0,"Control",-0.014,"NHS"
"Nhs",881,1.18911123591778e-149,-0.587198886018816,0.184,0.283,3.22641551641572e-145,"4hours",-0.099,"NHS"
"Nhs",1451,1.39174194121588e-257,-0.547935353640602,0.23,0.279,3.77621340910105e-253,"12hours",-0.049,"NHS"
"Nhs",2023,1.49200283979825e-288,0.502915518978687,0.377,0.25,4.0482513052246e-284,"2days",0.127,"NHS"
"Itpr1",2094,3.92213822435241e-230,0.353572275474067,0.422,0.307,1.06419376441354e-225,"2days",0.115,"ITPR1"
"Itpr1",1294,0,-0.731544035463436,0.254,0.34,0,"12hours",-0.086,"ITPR1"
"Itpr1",678,0,-0.793472614431949,0.185,0.344,0,"4hours",-0.159,"ITPR1"
"Itpr1",2489,2.81688122822523e-113,0.238865792913908,0.391,0.313,7.64304383654352e-109,"14days",0.078,"ITPR1"
"Itpr1",124,0,0.235654421682697,0.308,0.331,0,"Control",-0.023,"ITPR1"
"Dennd1a",924,7.48226246145584e-124,-0.447963506704947,0.182,0.27,2.03016227366681e-119,"4hours",-0.088,"DENND1A"
"Dennd1a",1610,7.00179382892689e-128,-0.34629151166537,0.225,0.266,1.89979671960273e-123,"12hours",-0.041,"DENND1A"
"Dennd1a",125,0,0.235221640940106,0.256,0.26,0,"Control",-0.004,"DENND1A"
"Pitpna",2420,2.3844085574565e-185,0.255755114257775,0.187,0.127,6.46961573894672e-181,"14days",0.06,"PITPNA"
"Pitpna",126,0,-0.260893896778381,0.091,0.15,0,"Control",-0.059,"PITPNA"
"Fgfr2",128,0,-0.432293623551319,0.401,0.585,0,"Control",-0.184,"FGFR2"
"Cystm1",129,0,-0.541970894350698,0.065,0.136,0,"Control",-0.071,"CYSTM1"
"Cystm1",1564,5.3520968658144e-153,0.522548132533808,0.165,0.113,1.45218444260142e-148,"12hours",0.052,"CYSTM1"
"B3glct",1286,0,-0.39980748544808,0.424,0.448,0,"12hours",-0.024,"B3GLCT"
"B3glct",2044,2.61327820594982e-271,0.247662890172416,0.551,0.423,7.09060775620366e-267,"2days",0.128,"B3GLCT"
"B3glct",130,0,-0.597870198410775,0.328,0.475,0,"Control",-0.147,"B3GLCT"
"B3glct",719,0,-1.53004817778221,0.162,0.481,0,"4hours",-0.319,"B3GLCT"
"B3glct",2339,0,1.23272225696204,0.683,0.397,0,"14days",0.286,"B3GLCT"
"Tcf12",131,0,-0.658589735619303,0.091,0.186,0,"Control",-0.095,"TCF12"
"Tcf12",1532,2.00203214659704e-179,0.558972626948172,0.226,0.154,5.43211382336176e-175,"12hours",0.072,"TCF12"
"Tcf12",809,3.67287444866666e-217,-0.465649808414531,0.097,0.175,9.96561024156724e-213,"4hours",-0.078,"TCF12"
"Rbpms",2844,9.14804889672039e-208,-0.464135579868011,0.243,0.313,2.48214010714714e-203,"6weeks",-0.07,"RBPMS"
"Rbpms",1946,0,0.491769542966078,0.417,0.277,0,"2days",0.14,"RBPMS"
"Rbpms",133,0,-0.680830245857822,0.195,0.329,0,"Control",-0.134,"RBPMS"
"Rbpms",2393,1.45610443616616e-239,0.503355390424095,0.395,0.282,3.95084816664965e-235,"14days",0.113,"RBPMS"
"Ssh2",2197,4.24928467906289e-144,0.201368561789413,0.275,0.209,1.15295841197013e-139,"2days",0.066,"SSH2"
"Ssh2",1422,1.03390835032752e-298,0.627980977824156,0.318,0.201,2.80530352694365e-294,"12hours",0.117,"SSH2"
"Ssh2",2846,5.86937256465147e-204,-0.547232146275685,0.148,0.236,1.59253685796688e-199,"6weeks",-0.088,"SSH2"
"Ssh2",134,0,-0.69021810188676,0.131,0.243,0,"Control",-0.112,"SSH2"
"Arid5b",1637,6.62551878561209e-111,0.357928607236758,0.333,0.261,1.79770201210013e-106,"12hours",0.072,"ARID5B"
"Arid5b",667,0,0.357704036476077,0.254,0.275,0,"4hours",-0.021,"ARID5B"
"Arid5b",3057,2.24767956145847e-62,-0.258711047218312,0.238,0.28,6.09862895410527e-58,"6weeks",-0.042,"ARID5B"
"Arid5b",2009,4.60647232896166e-305,0.239351282921533,0.36,0.255,1.24987413701717e-300,"2days",0.105,"ARID5B"
"Arid5b",135,0,-0.715707359067662,0.176,0.298,0,"Control",-0.122,"ARID5B"
"Syne2",2514,4.24777416781744e-97,0.294823731701409,0.333,0.261,1.15254856495391e-92,"14days",0.072,"SYNE2"
"Syne2",653,0,0.634550829608379,0.311,0.267,0,"4hours",0.044,"SYNE2"
"Syne2",2901,2.18746135940106e-131,-0.329448732859618,0.239,0.28,5.93523890646291e-127,"6weeks",-0.041,"SYNE2"
"Syne2",136,0,-0.764022307026499,0.162,0.302,0,"Control",-0.14,"SYNE2"
"Mapk4",1518,8.96159907996913e-187,0.563906343300856,0.193,0.127,2.43155067836802e-182,"12hours",0.066,"MAPK4"
"Mapk4",2096,2.43963611534967e-228,0.409770378075782,0.206,0.124,6.61946467177825e-224,"2days",0.082,"MAPK4"
"Mapk4",2694,1.01353077137872e-38,0.221813357778243,0.151,0.135,2.75001304198188e-34,"14days",0.016,"MAPK4"
"Mapk4",2810,2.07530167247421e-264,-0.672479475816959,0.092,0.148,5.63091602792427e-260,"6weeks",-0.056,"MAPK4"
"Mapk4",137,0,-0.793417551997579,0.072,0.155,0,"Control",-0.083,"MAPK4"
"Tjp2",627,0,0.835771055863155,0.271,0.195,0,"4hours",0.076,"TJP2"
"Tjp2",2860,7.30665302935392e-184,-0.542579387863811,0.138,0.218,1.9825141664546e-179,"6weeks",-0.08,"TJP2"
"Tjp2",2440,1.54084787166382e-155,-0.568800005976843,0.15,0.214,4.18078253018543e-151,"14days",-0.064,"TJP2"
"Tjp2",1270,0,0.773511224856402,0.323,0.181,0,"12hours",0.142,"TJP2"
"Tjp2",138,0,-0.83137265807197,0.118,0.226,0,"Control",-0.108,"TJP2"
"Mast4",2780,0,-0.604088043989328,0.307,0.357,0,"6weeks",-0.05,"MAST4"
"Mast4",140,0,-0.92030850210661,0.227,0.38,0,"Control",-0.153,"MAST4"
"Mast4",1278,0,0.601268799064808,0.439,0.33,0,"12hours",0.109,"MAST4"
"Mast4",591,0,1.11966564324417,0.383,0.343,0,"4hours",0.04,"MAST4"
"Lpp",2430,5.39686133673744e-169,0.25474657073332,0.369,0.28,1.46433038649697e-164,"14days",0.089,"LPP"
"Lpp",2906,5.96837850967388e-127,-0.292855993766471,0.27,0.3,1.61940014102981e-122,"6weeks",-0.03,"LPP"
"Lpp",141,0,-0.927097520360544,0.159,0.331,0,"Control",-0.172,"LPP"
"Lpp",2130,9.88264315506111e-196,0.240666329448949,0.374,0.279,2.68145756726273e-191,"2days",0.095,"LPP"
"Lpp",1482,1.25092712895394e-216,0.494725428995872,0.381,0.278,3.39414057899072e-212,"12hours",0.103,"LPP"
"Myh9",2784,0,-0.909199028781205,0.084,0.183,0,"6weeks",-0.099,"MYH9"
"Myh9",622,0,0.907668273780432,0.226,0.157,0,"4hours",0.069,"MYH9"
"Myh9",2520,7.26324558912116e-95,-0.410356298509458,0.142,0.169,1.97073642569624e-90,"14days",-0.027,"MYH9"
"Myh9",143,0,-0.982607960546114,0.085,0.186,0,"Control",-0.101,"MYH9"
"Myh9",1253,0,1.10761422391104,0.317,0.135,0,"12hours",0.182,"MYH9"
"Kctd1",2948,9.83885814874281e-101,-0.497942705062808,0.09,0.114,2.66957738149839e-96,"6weeks",-0.024,"KCTD1"
"Kctd1",144,0,-1.01058682326776,0.053,0.124,0,"Control",-0.071,"KCTD1"
"Kctd1",1255,0,1.01808434122936,0.185,0.095,0,"12hours",0.09,"KCTD1"
"Kctd1",883,2.99805720067076e-149,0.571663492361702,0.128,0.107,8.13462860257998e-145,"4hours",0.021,"KCTD1"
"Stat3",2826,3.29232581174197e-236,-0.619372781694445,0.09,0.171,8.93306762499948e-232,"6weeks",-0.081,"STAT3"
"Stat3",623,0,0.906469261107444,0.244,0.145,0,"4hours",0.099,"STAT3"
"Stat3",145,0,-1.01965691794753,0.066,0.18,0,"Control",-0.114,"STAT3"
"Stat3",1423,1.46495352029177e-298,0.601674417100631,0.247,0.139,3.97485838660767e-294,"12hours",0.108,"STAT3"
"Fkbp5",2407,1.30491129890502e-213,0.472304918977828,0.325,0.221,3.54061582731899e-209,"14days",0.104,"FKBP5"
"Fkbp5",1939,0,0.596160920521073,0.394,0.208,0,"2days",0.186,"FKBP5"
